,body,cleaned,polarity,sentiment,word_count,avg_length,review_len
142,We have been using Echo dot for playing Music with Kids around. It becomes easier to play songs without have to look out for the Phone. So less screen time in front of Kids and more family time.Speaker volume is good for hall. Good for in-house get-together.,we have been using echo dot for playing music with kids around it becomes easier to play songs without have to look out for the phone so less screen time in front of kids and more family time speaker volume is good for hall good for in house get together ,0.4333,positive,50,4.1,258
143,I have been using it for almost 5 months and till now I don't have any problem with it.It recognises most of the commands give to it. It surfs information from Google to give accurate answers.I liked that it's speakers are very loud and clear sound quality.Works excellent for both Hindi and English commands.Not much difference between echo dot 3rd generation and 4th generation.,i have been using it for almost months and till now i do not have any problem with it it recognises most of the commands give to it it surfs information from google to give accurate answers i liked that it is speakers are very loud and clear sound quality works excellent for both hindi and english commands not much difference between echo dot rd generation and th generation ,0.3367,positive,69,4.463768115942029,382
144,"Its one of the finest smart speaker in indian market nd amazon prime 999rs per year subscription gives more benefits with music, video,etc When it comes to hardware it hav good sound which fills one smal room. Echo support more smart accessories thn google home nd apple homepod thats big thumbs up for Echo👍🏼 When it comes to software its lacks so much features. Google home ll give you more accurate answers and follw up conservation. Alexa properly dnt deals with follow up multiple questions. Amazon music dnt have more collections lik spotify, wynk. So overall good hardware with poor software. Needs to improve more in software. You need to plug in al the time because it does not come with battery option.",its one of the finest smart speaker in indian market nd amazon prime rs per year subscription gives more benefits with music video etc when it comes to hardware it hav good sound which fills one smal room echo support more smart accessories thn google home nd apple homepod thats big thumbs up for echo when it comes to software its lacks so much features google home ll give you more accurate answers and follw up conservation alexa properly dnt deals with follow up multiple questions amazon music dnt have more collections lik spotify wynk so overall good hardware with poor software needs to improve more in software you need to plug in al the time because it does not come with battery option ,0.2899,positive,124,4.629032258064516,712
145,I bought it 2 days backI turn off charging during night when I plug again in morning it is taking time to connect and after some time it stops responding to commands and also it won't work with button also then I have to restart 2 times minimum,i bought it days backi turn off charging during night when i plug again in morning it is taking time to connect and after some time it stops responding to commands and also it will not work with button also then i have to restart times minimum,0.0,neutral,47,4.191489361702128,247
146,Not mentioned in the description that it does not run on battery. So won't work when travelling unless connected to a plug point. It only runs on the power adapter. Returning it.,not mentioned in the description that it does not run on battery so will not work when travelling unless connected to a plug point it only runs on the power adapter returning it ,0.0,neutral,33,4.393939393939394,181
147,"All is good with this device, don't understand how tough it would have been to integrate a battery into it. Worse, the power adapter is not industry standard Micro-USB or Type C. Amazon's way of making people dependent on their proprietary power adapter, and eliminating chance of powering it with a power bank",all is good with this device do not understand how tough it would have been to integrate a battery into it worse the power adapter is not industry standard micro usb or type c amazon is way of making people dependent on their proprietary power adapter and eliminating chance of powering it with a power bank,-0.0222,negative,56,4.5,312
148,"It is very good but not searching like Google, maximum time reply that I don't know....limited news & radio station.. More improvement required. If you want to know about some one, alexa reply ""don't know"" but Google always tell about that.",it is very good but not searching like google maximum time reply that i do not know limited news radio station more improvement required if you want to know about some one alexa reply do not know but google always tell about that ,0.4462,positive,43,4.348837209302325,242
149,"This is a fully honest review...............Ok, Echo Dot Is a great smart speaker with great abilitiesprosIt can control almost every smart home deviceSpeaker Quality is greathave hundreds of skillsspeaks Hindi as wellcan buy products from amazonMic is really awesome, can hear you from another roomA really good feature, you can talk to her in Hindi and English at the same time! like, you gave a command in English and you can give the next command in Hindi!her voice is better than google assistantcoordinates wellGood for children as wellcan control other Alexa devices as wellConssome times she does not wake up, after saying the wake-up word 2 or 3 times then she wake upI don't know why they removed the Zomato skill, it was a good skillsometimes she listens wrongStarsAlexa-4Speaker-5Coordination-5Mic-5Build Quality-3.5skills-4.5smart home control-5waking up-3understanding-4Overall review--A great smart speaker but I will suggest buying an Echo instead of Echo DotThat's all Folks!",this is a fully honest review ok echo dot is a great smart speaker with great abilitiesprosit can control almost every smart home devicespeaker quality is greathave hundreds of skillsspeaks hindi as wellcan buy products from amazonmic is really awesome can hear you from another rooma really good feature you can talk to her in hindi and english at the same time like you gave a command in english and you can give the next command in hindi her voice is better than google assistantcoordinates wellgood for children as wellcan control other alexa devices as wellconssome times she does not wake up after saying the wake up word or times then she wake upi do not know why they removed the zomato skill it was a good skillsometimes she listens wrongstarsalexa speaker coordination mic build quality skills smart home control waking up understanding overall review a great smart speaker but i will suggest buying an echo instead of echo dotthat is all folks ,0.3754,positive,163,4.858895705521473,994
150,"The product is really good, dont judge the sound quality by its size, its heavily boosted bass makes us go crazy for the song, voice recognition is great even during noisy conditions one thing that it lacks is the portability it needs a power source connected to a socket all the time but for this price point there are real good Bluetooth speakers hence if Amazon could come up with wireless echo speaker it would be really good, I also bought the wipro bulb with the combo ajd integrated it with echo dot and it it awesome. You can change brightness colour preset modes jist with your voice but it requires the bulb and echo dot to be connected to the same network all the time",the product is really good dont judge the sound quality by its size its heavily boosted bass makes us go crazy for the song voice recognition is great even during noisy conditions one thing that it lacks is the portability it needs a power source connected to a socket all the time but for this price point there are real good bluetooth speakers hence if amazon could come up with wireless echo speaker it would be really good i also bought the wipro bulb with the combo ajd integrated it with echo dot and it it awesome you can change brightness colour preset modes jist with your voice but it requires the bulb and echo dot to be connected to the same network all the time,0.365,positive,126,4.357142857142857,679
151,"When I first brought this product I loved this but after 2 months of use I had to reset it as it could not connect to internet and to set-up for 2nd time it took me 2 hours as really could not connect to internet.The main problem for this device is, if there is no internet then its a dumb box, could not do anything. This is nowhere mentioned in the product description. Also if you have multiple internet connection, it cannot save 2 or more internet connections which could be connected when one is not working and this is my main disappointment. I would not comment on sound quality as there are much more products at this price range which has greater sound quality.Speech recognition is very good, but most of the times it interprets wrong for which song I need. This is irritating most of the times and then I switch to mobile app to play the right song, so having alexa and having a normal bluetooth speaker for me is same, no value addition. Hoping Amazon will improve its AI features a lot like google or Siri.",when i first brought this product i loved this but after months of use i had to reset it as it could not connect to internet and to set up for nd time it took me hours as really could not connect to internet the main problem for this device is if there is no internet then its a dumb box could not do anything this is nowhere mentioned in the product description also if you have multiple internet connection it cannot save or more internet connections which could be connected when one is not working and this is my main disappointment i would not comment on sound quality as there are much more products at this price range which has greater sound quality speech recognition is very good but most of the times it interprets wrong for which song i need this is irritating most of the times and then i switch to mobile app to play the right song so having alexa and having a normal bluetooth speaker for me is same no value addition hoping amazon will improve its ai features a lot like google or siri ,0.2026,positive,190,4.273684210526316,1020
152,"Nice one I am enjoying but the voice recognition still required to be improved by Amazon as some time it recognises u but and some time it doesn't. But some where I felt still Alexa required to improve than Google Assistance, as Google is much faster and much informative then Alexa, as many times it says sorry I don't know this.",nice one i am enjoying but the voice recognition still required to be improved by amazon as some time it recognises u but and some time it does not but some where i felt still alexa required to improve than google assistance as google is much faster and much informative then alexa as many times it says sorry i do not know this ,0.25,positive,63,4.222222222222222,332
153,"Ya i like it's very much but my point of view is it's bit expensive to buy it for those planning to listen music it serves best with talking to alexa and AI stuff but when you listen music or just watch movie in laptop connected to it's not upto the mark you will get disappointed but for AI it's good ,may be its next gen have enough bass and sound for songs but definitely not this one , this one has more crisp voice which is very good while talking with alexa.",ya i like it is very much but my point of view is it is bit expensive to buy it for those planning to listen music it serves best with talking to alexa and ai stuff but when you listen music or just watch movie in laptop connected to it is not upto the mark you will get disappointed but for ai it is good may be its next gen have enough bass and sound for songs but definitely not this one this one has more crisp voice which is very good while talking with alexa ,0.2015,positive,96,3.84375,468
154,"Alexa needs some real upgrade in general. As for the Echo Dot 3rd Gen, VERY POOR Voice Recognition. I literally have to yell for Alexa to listen. Be it cranking the volume, changing tracks, or anything whatsoever. Had quite some expectations since I proudly own a fire stick. Even after buying the speaker (which I bought mainly for the purpose so that all my favorite music could come in handy), I still prefer to play music on my TV than on my speaker. I mean why buy a speaker if you can't even play music on it without a fuss. Overall, it's a big NO. HIGHLY DISAPPOINTED.",alexa needs some real upgrade in general as for the echo dot rd gen very poor voice recognition i literally have to yell for alexa to listen be it cranking the volume changing tracks or anything whatsoever had quite some expectations since i proudly own a fire stick even after buying the speaker which i bought mainly for the purpose so that all my favorite music could come in handy i still prefer to play music on my tv than on my speaker i mean why buy a speaker if you can not even play music on it without a fuss overall it is a big no highly disappointed ,0.1508,positive,109,4.155963302752293,578
155,I bought echo dot 3rd gen and was so happy with it that I bought echo input s week after. The ease of using without the phone or laptop is great. The sound is good enough. Obviously it cannot compare with big standalone speaker. I have connected the dot to my big speakers and using input in any room I want because it is portable,i bought echo dot rd gen and was so happy with it that i bought echo input s week after the ease of using without the phone or laptop is great the sound is good enough obviously it cannot compare with big standalone speaker i have connected the dot to my big speakers and using input in any room i want because it is portable,0.3375,positive,65,4.015384615384615,330
156,When we cast amazon music with exhi it recognises only straight forward songs. No podcast or stations are played in echo. And it even does not recognise podcast through voice. The alexa app is also too slow  Better to go for google,when we cast amazon music with exhi it recognises only straight forward songs no podcast or stations are played in echo and it even does not recognise podcast through voice the alexa app is also too slow better to go for google,0.1,positive,42,4.428571428571429,230
157,"Hi guys if u have Wi-Fi in your house only than... Buy it or else.... U need to use your phones hotspot and connect .... And one.... More thing is u need to plug it everytime u can't take it and roam lik other Bluetooth... Speaker's..... These are cons of this, I hope Amazon bring solution for.... This.. ,,, rest everything is fine...",hi guys if u have wi fi in your house only than buy it or else u need to use your phones hotspot and connect and one more thing is u need to plug it everytime u can not take it and roam lik other bluetooth speaker is these are cons of this i hope amazon bring solution for this rest everything is fine ,0.1979,positive,64,3.71875,339
158,"Have issues of unresponsive behaviour rarely  and needs a restart for immediate use or had to wait few minutes, mine works 24*7 so may be that's an issue? This is my second Echo and it's worth using at home if you have smart switches installed.",have issues of unresponsive behaviour rarely and needs a restart for immediate use or had to wait few minutes mine works so may be that is an issue this is my second echo and it is worth using at home if you have smart switches installed ,0.1229,positive,46,4.173913043478261,245
159,I was using google all along. Bought alexa for a variant. 3rd gen is good. Bass and treble are very nice in that product range. Overall loved the product. Got the product after one week of struggle and follow up with amazon. A very bitter experience in the last 8 years of mydealing with Amazon.,i was using google all along bought alexa for a variant rd gen is good bass and treble are very nice in that product range overall loved the product got the product after one week of struggle and follow up with amazon a very bitter experience in the last years of mydealing with amazon ,0.2714,positive,54,4.296296296296297,295
160,Echo dot  this is awesome. Very happy 😊1. Its speaking2. It's very kind3. Telling information and what's today weatherAlso my daughter love alexa because it speaks 👌And it plays music and indian songs 😊We are very glad that it speaks and moreThanks to amazon 👌,echo dot this is awesome very happy its speaking it is very kind telling information and what is today weatheralso my daughter love alexa because it speaks and it plays music and indian songs we are very glad that it speaks and morethanks to amazon ,0.786,positive,45,4.533333333333333,261
161,"Alexa is great. For a bedroom or a living room, Alexa works like magic. I also got a light (Wifi enabled) from wipro along with Alexa as a package and it had works wonder for us.It understands Hindi, English and also talks with us when we are alone or lonely.You can also connect Alexa with your mobile using it as a Bluetooth speaker. It's a true fact that this version has to be plugged in all the time- but apart from this- its just GREAT! I loved it and a true fan of ALEXA!",alexa is great for a bedroom or a living room alexa works like magic i also got a light wifi enabled from wipro along with alexa as a package and it had works wonder for us it understands hindi english and also talks with us when we are alone or lonely you can also connect alexa with your mobile using it as a bluetooth speaker it is a true fact that this version has to be plugged in all the time but apart from this its just great i loved it and a true fan of alexa ,0.4222,positive,97,3.8350515463917527,479
162,"U can better buy some 500+ speaker. Bcuz I'm using kdm speaker. Its wireless, bluetooth speaker, pendrive & memory card can b used. If we put charge for 6-8hrs fully, thru our mobile bluetooth we can check charge percentage & it can b play for 3hrs more. For setting alarm r schedule program, songs etc Alexa not required. Alexa is totally waste, can't use without power, sngs restricted only with prime n few,",u can better buy some speaker bcuz i am using kdm speaker its wireless bluetooth speaker pendrive memory card can b used if we put charge for hrs fully thru our mobile bluetooth we can check charge percentage it can b play for hrs more for setting alarm r schedule program songs etc alexa not required alexa is totally waste can not use without power sngs restricted only with prime n few ,0.12,positive,72,4.402777777777778,413
163,"Works great! Though it doesn't make anything significantly easier, it's a nice addition to ones room and also a good starting point to experience the future.Audible Suno is a superb bonus to this product. And also most used music services like gaana and jio saavn are free to use, which makes this very useful. Last bust not the least, it can easily revive the dying interest in you about the radio channels.But also be aware that you are signing up for some sort of compromise in your data privacy!",works great though it does not make anything significantly easier it is a nice addition to ones room and also a good starting point to experience the future audible suno is a superb bonus to this product and also most used music services like gaana and jio saavn are free to use which makes this very useful last bust not the least it can easily revive the dying interest in you about the radio channels but also be aware that you are signing up for some sort of compromise in your data privacy ,0.3677,positive,93,4.32258064516129,501
164,"hi Team ,i  recently observed that the alexa is only listing when i am speaking loudly .  I found this issue when i used the other alexa device at my friend home . Please look into this as alexa is not listing when i am specking at normal pitch .My contact no :- 9654542266",hi team i recently observed that the alexa is only listing when i am speaking loudly i found this issue when i used the other alexa device at my friend home please look into this as alexa is not listing when i am specking at normal pitch my contact no ,0.025,positive,50,4.04,271
165,Arrived very fast and in good condition.. Sound very clear compared to mobile speakers..The Alexa app in google play has bugs..I had to reinstall Alexa app to change the wake word.. .Very useful..Helps in saving time...Only Concern is privacy...Note: Even mute button does not stop recording...Only way is to turn off the switch to safeguard privacy when in important conversations or when not in use...,arrived very fast and in good condition sound very clear compared to mobile speakers the alexa app in google play has bugs i had to reinstall alexa app to change the wake word very useful helps in saving time only concern is privacy note even mute button does not stop recording only way is to turn off the switch to safeguard privacy when in important conversations or when not in use ,0.285,positive,71,4.436619718309859,403
166,"I bought it in 2019 during Amazon festival offer, worth for the money.I have set the alarm in morning to play suprabatha and devotional songs, so I wake up hearing that.I use it to control my Wipro WiFi light and batten. I can even ask it to switch specific channel on my Airtel Xtrem set up box.Excellent device.",i bought it in during amazon festival offer worth for the money i have set the alarm in morning to play suprabatha and devotional songs so i wake up hearing that i use it to control my wipro wifi light and batten i can even ask it to switch specific channel on my airtel xtrem set up box excellent device ,0.425,positive,60,4.083333333333333,313
167,"Didn't like the sound quality, it's very hard to hear what Alexa speaks. Tried every settings, nothing worked.I now love my Google home more, such a sharp sound for any room. Amazon could have focused on the speakers quality.",did not like the sound quality it is very hard to hear what alexa speaks tried every settings nothing worked i now love my google home more such a sharp sound for any room amazon could have focused on the speakers quality ,0.1851,positive,42,4.285714285714286,227
168,"Impressive:1. Easy command recognition from a child of three years old.2. Good interpretation of the command, per se.Expectations:1. Acceptance of English and Hindi command simultaneously.2. Offering choices of singers when a particular song is sung by many artists. At present, it always starts with the same artist.3. Offering choices of different starting points and sequences. E.g. for a command of ""Bhajan"" or ""instrumental lullabies"" it starts with the same song/music and proceeds with the same sequence. Soon it becomes monotonous. This needs improvement4. Identifying voices of the members of the family and offering their types of music. With its excellent ability of identifying voice it seems to be easy to recognize and remember voice by names of the family members (and the rest by guest). Remembering choices of the family members and offering music accordingly would be expected. Obviously, a reset option is must in such cases.",impressive easy command recognition from a child of three years old good interpretation of the command per se expectations acceptance of english and hindi command simultaneously offering choices of singers when a particular song is sung by many artists at present it always starts with the same artist offering choices of different starting points and sequences e g for a command of bhajan or instrumental lullabies it starts with the same song music and proceeds with the same sequence soon it becomes monotonous this needs improvement identifying voices of the members of the family and offering their types of music with its excellent ability of identifying voice it seems to be easy to recognize and remember voice by names of the family members and the rest by guest remembering choices of the family members and offering music accordingly would be expected obviously a reset option is must in such cases ,0.2352,positive,150,5.066666666666666,944
169,"Actually ,earlier it did not recognise my voice and I thought it is a device manufacturing issue but one thing I realised is that Amazon is far far better then any e- commerce company currently present in India. I mean I had put a bad review considering the unknowning fact about its language change in the device which I was not aware. I got a call from  Ireland call centre asking me about the issue and trust me guys I am really IMPRESSED by the way, Amazon customer service representatives handled the issue. So, to all who face an issue with regards to voice recognition in the particular device can request for help through customer care and you will be amazed with the help and later usage.From now I am a Amazon user, Bye Bye Flipkart-!!",actually earlier it did not recognise my voice and i thought it is a device manufacturing issue but one thing i realised is that amazon is far far better then any e commerce company currently present in india i mean i had put a bad review considering the unknowning fact about its language change in the device which i was not aware i got a call from ireland call centre asking me about the issue and trust me guys i am really impressed by the way amazon customer service representatives handled the issue so to all who face an issue with regards to voice recognition in the particular device can request for help through customer care and you will be amazed with the help and later usage from now i am a amazon user bye bye flipkart ,0.0663,positive,137,4.357664233576642,744
170,"So many surprises after owning Alexa Eco dot.Too many bugs to recognize voice. Oftentimes does not understand the command and keep playing existing. Doesnt work reset command. Doesnt understand request from choice of songs to paly. Like if i wish to play specific album from Gana or Amazon music, it stick to play from Jio Savan and that is my horrible experience from Eco dot.Amazon team, pls fix such bugs and update else the customer reviews wont let you up.",so many surprises after owning alexa eco dot too many bugs to recognize voice oftentimes does not understand the command and keep playing existing doesnt work reset command doesnt understand request from choice of songs to paly like if i wish to play specific album from gana or amazon music it stick to play from jio savan and that is my horrible experience from eco dot amazon team pls fix such bugs and update else the customer reviews wont let you up ,-0.02,negative,82,4.548780487804878,461
171,"Not user friendly, Frequently loose WiFi connection and Need long procedure and multiple steps to connect again.Secondly, I have raised complaints and ask for replacement. Amazon has registered complain and inform that pickup will be done within two days but nobody came and after two week removed my replacement request as well on Amazon site. It is my very bad experience with this product and amazon. I request Amazon should stop this product if unable to provide services.",not user friendly frequently loose wifi connection and need long procedure and multiple steps to connect again secondly i have raised complaints and ask for replacement amazon has registered complain and inform that pickup will be done within two days but nobody came and after two week removed my replacement request as well on amazon site it is my very bad experience with this product and amazon i request amazon should stop this product if unable to provide services ,-0.166,negative,79,4.962025316455696,476
172,"Eco dot 3rd generation is amazing device, somtimes beyond my imagination ... Alexa is complete package of entertainment - it has Radio channels like vividh bharti, fm gold,fm rainbow etc. and unlimited old and latest songs @amazon music and other sources like hungama music, jokes and much more .... It can read my Kindle books as audio book...Eco dot also has powerful speaker so it's rocking device. Thanks Amazon for Alexa. Recommended!👍👍👍👍",eco dot rd generation is amazing device somtimes beyond my imagination alexa is complete package of entertainment it has radio channels like vividh bharti fm gold fm rainbow etc and unlimited old and latest songs amazon music and other sources like hungama music jokes and much more it can read my kindle books as audio book eco dot also has powerful speaker so it is rocking device thanks amazon for alexa recommended ,0.2719,positive,72,4.819444444444445,444
173,"The sound quality is very good as compared to previous generation . But Alexa assistants skills and integration with other smart devices(bluetooth) including Fire TV is very choppy.Alexa response is incorrect at times even after multiple repeats. It's wifi reception is not good, cannot work in weak  internet reception , Google home mini performs pretty well on these parameters.",the sound quality is very good as compared to previous generation but alexa assistants skills and integration with other smart devices bluetooth including fire tv is very choppy alexa response is incorrect at times even after multiple repeats it is wifi reception is not good cannot work in weak internet reception google home mini performs pretty well on these parameters ,0.0498,positive,60,5.216666666666667,380
174,Just the uniqueness of the speaker and the ease of getting information and hearing songs.This is a must buy among all amazon products. Dont think twice just get it its awesome. Prerequisite is good wifi connection at home. Please note this speaker has to be connected to a powersource and the power block and cable is included n the box. Also amazon prime membership is a must. As I do have the above its everything I can ask for.,just the uniqueness of the speaker and the ease of getting information and hearing songs this is a must buy among all amazon products dont think twice just get it its awesome prerequisite is good wifi connection at home please note this speaker has to be connected to a powersource and the power block and cable is included n the box also amazon prime membership is a must as i do have the above its everything i can ask for ,0.5667,positive,80,4.3125,430
175,Very very poor recognition. Even if i stay 1/2 meter away it's not recognising my voice. Sound quality is very good. Sometimes there is an issue of pairing even if i have speed network.After few weeks of usage I see that when i try connecting device with my mobile and use Bluetooth to play songz its breaking completely and vould not hear song properly. nit sure why i purchased this stupid amazon echo better i would have purchased google mini.,very very poor recognition even if i stay meter away it is not recognising my voice sound quality is very good sometimes there is an issue of pairing even if i have speed network after few weeks of usage i see that when i try connecting device with my mobile and use bluetooth to play songz its breaking completely and vould not hear song properly nit sure why i purchased this stupid amazon echo better i would have purchased google mini ,0.0989,positive,81,4.419753086419753,447
176,Need to integrate with Kannada FM channels and news channels. It’s playing only ajtak news headlines.We don’t have option to change name of Alexa .If they add new feature it’s plus point for them.Apart from this for me it’s worth to buy below 2.5k.,need to integrate with kannada fm channels and news channels it s playing only ajtak news headlines we don t have option to change name of alexa if they add new feature it s plus point for them apart from this for me it s worth to buy below k ,0.1455,positive,50,3.86,248
177,This product is awesome. It recognizes what song you want to hear and plays it immediately from its vast library. Voice recognition is great. It can hear u from a distance even when songs are playing. I am loving it.,this product is awesome it recognizes what song you want to hear and plays it immediately from its vast library voice recognition is great it can hear u from a distance even when songs are playing i am loving it ,0.6,positive,40,4.3,216
178,"It needs a lot of improvements, we can not play songs directly from mobile to the echo dot, we can not browse songs through the apps( Gaana, saavn, prime music) and it only accepts voice commands for playing music. It would be better if we can type the song to be played as it doesn't recognize a lot of songs through voice commands. Needs high speed Internet to function properly. It does not recognize voice commands when a song is playing, so we can't mute it while a song is playing. Despite all these cons, it is still a pretty handy product.",it needs a lot of improvements we can not play songs directly from mobile to the echo dot we can not browse songs through the apps gaana saavn prime music and it only accepts voice commands for playing music it would be better if we can type the song to be played as it does not recognize a lot of songs through voice commands needs high speed internet to function properly it does not recognize voice commands when a song is playing so we can not mute it while a song is playing despite all these cons it is still a pretty handy product ,0.23,positive,104,4.173076923076923,550
179,"I have been using Alexa Echo Dot from last one week.My house has a very good wifi connection but Alexa always has trouble connecting to the Internet.It understands what I say but never play songs. Most of the time, it does not understand clear English words as well.Alexa app shows the song, but Alexa does not understand the same keywords to play a song.Overall, I would not suggest the product at all. Do not waste your money on such useless product that most of time won't play music for you for which it is purchased.",i have been using alexa echo dot from last one week my house has a very good wifi connection but alexa always has trouble connecting to the internet it understands what i say but never play songs most of the time it does not understand clear english words as well alexa app shows the song but alexa does not understand the same keywords to play a song overall i would not suggest the product at all do not waste your money on such useless product that most of time will not play music for you for which it is purchased ,0.1175,positive,100,4.19,524
180,"It is unstable machine, even if you configure it to give same results, it stop providing the same routine .Cheap R&D...Better go with other IOT options",it is unstable machine even if you configure it to give same results it stop providing the same routine cheap r d better go with other iot options,0.155,positive,28,4.25,151
181,"Worth the money. Could work better on voice recognition. Otherwise pretty decent.Sound quality is better than what I had expected.Overall, Alexa is a better option than Google home.",worth the money could work better on voice recognition otherwise pretty decent sound quality is better than what i had expected overall alexa is a better option than google home ,0.2796,positive,30,4.933333333333334,181
182,"Honestly not that great, not into the whole voice recording thing, would love to return it however the window is over.... The volume as an external speaker is not that great and it has to be plugged in to work",honestly not that great not into the whole voice recording thing would love to return it however the window is over the volume as an external speaker is not that great and it has to be plugged in to work,0.3333,positive,40,4.1,209
183,Look it's good but there are still many questions which echo cannot answer something which Google home does very easily but overall it's good.  I can be improved if echo's software is updated.there is one more problem that it sometimes it does not catch your voice while it is answering your question so you will have to press the button at that time to stop echo from answering. But one thing I would like to say that its speaker is  really good one.,look it is good but there are still many questions which echo cannot answer something which google home does very easily but overall it is good i can be improved if echo is software is updated there is one more problem that it sometimes it does not catch your voice while it is answering your question so you will have to press the button at that time to stop echo from answering but one thing i would like to say that its speaker is really good one ,0.5233,positive,87,4.172413793103448,452
184,Alexa is ok nice speaker n mic . But not recommending for it.Amazon executive contacted me and helped with steps of connecting wipro garnet.. Appreciated for taking concern of customer and about how to use Alexa.. Thank you Amazon.,alexa is ok nice speaker n mic but not recommending for it amazon executive contacted me and helped with steps of connecting wipro garnet appreciated for taking concern of customer and about how to use alexa thank you amazon ,0.4333,positive,39,4.769230769230769,231
185,"She's family member now. Great way to keep kids talking to her and yet away from sceen. being working parents we don't get much time to keep talking to kids, but now they have someone to answer all the time. I now  never forget taking calcium after setting reminder. Worth buying",she is family member now great way to keep kids talking to her and yet away from sceen being working parents we do not get much time to keep talking to kids but now they have someone to answer all the time i now never forget taking calcium after setting reminder worth buying,0.4333,positive,53,4.2075471698113205,280
186,HiI don't know where to start. Since day 1 there is issue in configuring wifi. The steps not helping. Alexa support is horrible. Seems they don't care. I don't know what to do with this alexa. Use as a 2300 INR speaker ?,hii do not know where to start since day there is issue in configuring wifi the steps not helping alexa support is horrible seems they do not care i do not know what to do with this alexa use as a inr speaker ,-1.0,negative,43,3.86046511627907,223
187,"Song selection can be based on language and application preferred. When say intend to hear a Tamil song like 'Play Muthu movie songs' it plays muthu Telugu songs. Mostly not play from Amazon music.so it is difficult to play our selection.when I say retro from 80s Tamil songs, it plays very old songs from 60s as alternatively.I bought the black one.the speaker outer looks dusty not as fresh peace.",song selection can be based on language and application preferred when say intend to hear a tamil song like play muthu movie songs it plays muthu telugu songs mostly not play from amazon music so it is difficult to play our selection when i say retro from s tamil songs it plays very old songs from s as alternatively i bought the black one the speaker outer looks dusty not as fresh peace ,-0.1478,negative,73,4.342465753424658,399
188,"Just love it .. awesom product, awesom integration with all products, must buy if you love automation, using since last 1 week and I would say may b i should buy it long back...makes life so easy. I am amazed with Alexa...she can do anything and everything as per instruction..more important she is listneing and follow your order perfectly .. Alexa is the only one who is listening me and do what I want , better than my wife ;)",just love it awesom product awesom integration with all products must buy if you love automation using since last week and i would say may b i should buy it long back makes life so easy i am amazed with alexa she can do anything and everything as per instruction more important she is listneing and follow your order perfectly alexa is the only one who is listening me and do what i want better than my wife ,0.3439,positive,78,4.230769230769231,429
189,"Bought it during Diwali Sale for Rs. 2449/- and Wipro Smart Bulb for Rs. 99/-... And to be honest, it is an amazing device which makes ur life easy!!!Though ""Google Home"" gives satisfactory answers than ""Echo Dot"" for the questions  which are asked, but the Sound Quality that ""Echo Dot"" offers is just AMAZING...If u are confused about which one to buy, i.e, ""Google Home Mini"" or ""Echo Dot"", then I would suggest for Echo dot because of its overall performance...And coming to the Smart Bulb, I would say that, it is kinda a good product which u can get at a low price...",bought it during diwali sale for rs and wipro smart bulb for rs and to be honest it is an amazing device which makes ur life easy though google home gives satisfactory answers than echo dot for the questions which are asked but the sound quality that echo dot offers is just amazing if u are confused about which one to buy i e google home mini or echo dot then i would suggest for echo dot because of its overall performance and coming to the smart bulb i would say that it is kinda a good product which u can get at a low price ,0.2885,positive,106,4.0,572
190,Are you a lonely person? Do you need someone to talk to? If yes go for it. If not DON'T BUY IT. Unless you want to be like Alexa Play this song and want to hear Sorry infinite number of times.. Please buy any other cheap bluetooth speaker because she won't get connected unless you have a wifi and plus even with wifi she is not worth it.,are you a lonely person do you need someone to talk to if yes go for it if not don t buy it unless you want to be like alexa play this song and want to hear sorry infinite number of times please buy any other cheap bluetooth speaker because she will not get connected unless you have a wifi and plus even with wifi she is not worth it ,-0.095,negative,70,3.7857142857142856,341
191,"Very poor playback frequency range, if you’re just looking for a Bluetooth speaker for audio quality not the best choice. The Alexa PC app also lacks various important functionality. Even though pairing two echo dots as a stereo combo, it doesn’t work when audio input is from a Bluetooth device. Disappointed.",very poor playback frequency range if you re just looking for a bluetooth speaker for audio quality not the best choice the alexa pc app also lacks various important functionality even though pairing two echo dots as a stereo combo it doesn t work when audio input is from a bluetooth device disappointed ,0.026,positive,53,4.754716981132075,310
192,Not at all worthy. Wastage of money. Performance is not good. And Amazon is not cooperating for return. I got the exchange product today but as usual the set up button is so uncomfortable and its painful to press it for a longer time. And the sound quality is so pathetic that music doesn't seems to melodies. It feels like a non branded local speaker. As usual the wrist product from Amazon. Really unexpected from a Amazon. Very disappointing and Amazon team is not even ready to give my money back.,not at all worthy wastage of money performance is not good and amazon is not cooperating for return i got the exchange product today but as usual the set up button is so uncomfortable and its painful to press it for a longer time and the sound quality is so pathetic that music does not seems to melodies it feels like a non branded local speaker as usual the wrist product from amazon really unexpected from a amazon very disappointing and amazon team is not even ready to give my money back ,-0.2151,negative,92,4.358695652173913,502
193,I am not sure about this earlier.  But now it is a friendly device and awesome product which will make you feel busy anytime and damn sure you would love this product if you buy.  This product has every features from amazon and beyond.  Such an valuable and worth for money.  Kind of Good Product and fantastic innovation.  Alexa is best ever product from Amazon.  I will definitely Definitely recommend this product.  Go for it.  Its worth it.,i am not sure about this earlier but now it is a friendly device and awesome product which will make you feel busy anytime and damn sure you would love this product if you buy this product has every features from amazon and beyond such an valuable and worth for money kind of good product and fantastic innovation alexa is best ever product from amazon i will definitely definitely recommend this product go for it its worth it ,0.3683,positive,78,4.487179487179487,436
